Hotel,Star,Rating,Reviews,Harga,Places Nearby,Facil + Akomod
Mandarin Oriental Jakarta,5,9,1085,2.371.600,"Nearby Places
Cinnamon at Mandarin Oriental Jakarta
Casual Dining
7 m
Menara BCA
Business
144 m
Bundaran HI Monument
Sight & Landmark
193 m
Bundaran HI MRT Station
Transportation Hub
525 m
Popular in the Area
Gambir Station
Transportation Hub
2.29 km
Dunia Fantasi (Dufan)
Activity & Games
7.94 km
Ancol Dreamland 
Activity & Games
8.06 km
Halim Perdanakusuma International Airport (HLP)
Transportation Hub
10.81 km","Food and Drinks

    A la carte breakfast
    A la carte dinner
    A la carte lunch
    Restaurant with AC
    Bar
    Breakfast
    Breakfast and dinner
    Breakfast and lunch
    Buffet breakfast
    Breakfast (surcharge)
    Brunch
    Buffet dinner
    Buffet lunch
    Dining area
    Hot breakfast
    Poolside bar
    Snacks

Hotel Services

    Bellhop
    Concierge
    Doorman
    Express check-out
    Front desk
    24-hour Receptionist
    24-hour security
    Laundry service
    Luggage storage
    Multilingual staff
    Porter
    Wedding service

Public Facilities

    Parking
    Coffee shop
    Elevator
    24-hour room service
    Restaurant
    Breakfast restaurant
    Dinner restaurant
    Lunch restaurant
    Room service
    Safety deposit box

In-room Facilities

    Bathrobe
    Bathtub
    Cable TV
    Desk
    Hairdryer
    In-room safe
    Minibar
    Shower
    TV

General

    AC
    Ballroom
    Banquet
    Connecting rooms
    Non-smoking room
    Swimming pool
    Smoking area

Business Facilities

    Business center
    Computer station
    Conference room
    Meeting facilities
    Photocopier

Things to Do

    Fitness center
    Massage
    Outdoor pool
    Sauna
    Spa

Transportation

    Car rental
    Garage
    Secure parking
    Valet parking (surcharge)

Nearby Facilities

    ATM/Banking
    Shops
    Supermarket

Sports and Recreations

    Fitness center

Kids and Pets

    Highchairs

Connectivity

    Free WiFi

Shuttle Service

    Airport transfer (surcharge)"
Grand Hyatt Jakarta,5,8.7,2008,3.333.550,"Nearby Places
I-ta Suki Plaza Indonesia (Delivery)
Casual Dining
7 m
Plaza Indonesia
Shop & Gifts
85 m
Bundaran HI MRT Station
Transportation Hub
129 m
Oil Centre
Business
162 m
Popular in the Area
Gambir Station
Transportation Hub
1.99 km
Dunia Fantasi (Dufan)
Activity & Games
7.58 km
Ancol Dreamland 
Activity & Games
7.72 km
Halim Perdanakusuma International Airport (HLP)
Transportation Hub
11.18 km","Food and Drinks

    A la carte breakfast
    A la carte dinner
    A la carte lunch
    Restaurant with AC
    Bar
    Breakfast
    Buffet breakfast
    Brunch
    Buffet dinner
    Buffet lunch
    Cafe
    Poolside bar

Public Facilities

    Parking
    Coffee shop
    Elevator
    24-hour room service
    Restaurant
    Breakfast restaurant
    Dinner restaurant
    Lunch restaurant
    Room service
    Safety deposit box
    WiFi in public area

In-room Facilities

    Bathrobe
    Bathtub
    Cable TV
    Desk
    Hairdryer
    In-room safe
    Minibar
    Separate shower and tub
    Shower
    TV

General

    AC
    Ballroom
    Banquet
    Connecting rooms
    Family room
    Non-smoking room
    Swimming pool
    Smoking area

Things to Do

    Garden
    Hot tub
    Massage
    Outdoor pool
    Outdoor saltwater pool
    Sauna
    Spa
    Steam room

Hotel Services

    Bellhop
    Concierge
    Front desk
    24-hour Receptionist
    Laundry service
    Luggage storage

Nearby Facilities

    ATM/Banking
    Beauty salon
    Grocery
    Hair salon
    Supermarket

Business Facilities

    Business center
    Conference room
    Meeting facilities

Sports and Recreations

    Fitness center
    Outdoor tennis court
    Tennis

Transportation

    Airport transfer
    Valet parking

Family-friendly Facilities

    Children pool

Connectivity

    Free WiFi

Shuttle Service

    Airport transfer (surcharge)"
Royal Kuningan Hotel,4,8.5,6444,675.900,"Nearby Places
Library Lounge at Royal Kuningan Hotel
Casual Dining
10 m
MD Place Building
Business
267 m
Sasmita Loka Museum
Arts & Sciences
740 m
Dukuh Atas Busway Station
Transportation Hub
894 m
Popular in the Area
Gambir Station
Transportation Hub
3.34 km
Dunia Fantasi (Dufan)
Activity & Games
9.06 km
Ancol Dreamland 
Activity & Games
9.09 km
Halim Perdanakusuma International Airport (HLP)
Transportation Hub
9.46 km","Hotel Services

    Bellhop
    Concierge
    Doorman
    Express check-in
    Express check-out
    Front desk
    24-hour Receptionist
    24-hour security
    Laundry service
    Limited hours room service
    Luggage storage
    Wedding service

Public Facilities

    Parking
    Coffee shop
    Elevator
    24-hour room service
    Restaurant
    Breakfast restaurant
    Lunch restaurant
    Room service
    Safety deposit box
    WiFi in public area

General

    AC
    Ballroom
    Banquet
    Connecting rooms
    Heater
    Non-smoking room
    Swimming pool
    Smoking area

In-room Facilities

    Cable TV
    Desk
    Hairdryer
    In-room safe
    Shower
    TV

Food and Drinks

    A la carte breakfast
    A la carte lunch
    Restaurant with AC

Accessibilty

    Disabled access friendly
    Accessible parking
    Wheelchair accessible

Connectivity

    LAN Internet
    Free WiFi

Business Facilities

    Conference room
    Meeting facilities

Things to Do

    Outdoor pool

Transportation

    Secure parking

Shuttle Service

    Airport transfer (surcharge)

Nearby Facilities

    ATM/Banking"
Hotel GranDhika Iskandarsyah,4,8.6,4743,760.000,"Nearby Places
Camberwell Food & Drink Jakarta
Casual Dining
58 m
Pasaraya Blok M
Shop & Gifts
149 m
Blok M Terminal
Transportation Hub
385 m
Kamome Melawai
Business
884 m
Popular in the Area
Gambir Station
Transportation Hub
8.07 km
Halim Perdanakusuma International Airport (HLP)
Transportation Hub
9.92 km
Dunia Fantasi (Dufan)
Activity & Games
13.61 km
Ancol Dreamland 
Activity & Games
13.80 km","Public Facilities

    Parking
    Elevator
    24-hour room service
    Restaurant
    Room service
    Safety deposit box
    WiFi in public area

In-room Facilities

    Cable TV
    Desk
    Hairdryer
    In-room safe
    Minibar
    Shower
    TV

Hotel Services

    Concierge
    Doorman
    24-hour Receptionist
    24-hour security
    Laundry service
    Luggage storage
    Multilingual staff

Food and Drinks

    A la carte dinner
    A la carte lunch
    Restaurant with AC
    Breakfast
    Buffet breakfast

General

    AC
    Banquet
    Non-smoking room
    Swimming pool
    Smoking area

Nearby Facilities

    ATM/Banking
    Shops
    Supermarket

Things to Do

    Massage
    Outdoor pool

Business Facilities

    Meeting facilities
    Projector

Transportation

    Valet parking"
ASTON Kartika Grogol Hotel & Conference Center,4,8.6,369,990.000,"Nearby Places
Asoka Rooftop Restaurant at Aston Kartika Grogol Hotel & Conference Center
Casual Dining
58 m
Grogol Terminal
Transportation Hub
214 m
Monumen Tragedi 12 Mei
Sight & Landmark
372 m
Trisakti University
Education
415 m
Popular in the Area
Gambir Station
Transportation Hub
4.39 km
Dunia Fantasi (Dufan)
Activity & Games
6.43 km
Ancol Dreamland 
Activity & Games
7.03 km
Halim Perdanakusuma International Airport (HLP)
Transportation Hub
15.57 km","Public Facilities

    Parking
    Elevator
    24-hour room service
    Restaurant
    Breakfast restaurant
    Dinner restaurant
    Lunch restaurant
    Room service
    Safety deposit box
    WiFi in public area

Hotel Services

    Bellhop
    24-hour Receptionist
    24-hour security
    Laundry service
    Luggage storage
    Multilingual staff

In-room Facilities

    Cable TV
    Desk
    Minibar
    Shower
    TV

Things to Do

    Fitness center
    Indoor pool
    Massage
    Spa

General

    AC
    Heater
    Swimming pool

Nearby Facilities

    ATM/Banking
    Grocery
    Supermarket

Business Facilities

    Business center
    Meeting facilities

Food and Drinks

    Bar

Transportation

    Valet parking (surcharge)

Connectivity

    Free WiFi

Shuttle Service

    Airport transfer (surcharge)

Sports and Recreations

    Fitness center"
Teraskita Hotel Jakarta managed by Dafam,4,8.6,9173,447.369,"Nearby Places
Canting Restaurant at Teraskita Hotel Managed by Dafam (Delivery)
Casual Dining
15 m
Universitas Kristen Indonesia
Education
402 m
National Brain Center Hospital
Public Service
472 m
Cawang UKI Busway Station
Transportation Hub
538 m
Popular in the Area
Halim Perdanakusuma International Airport (HLP)
Transportation Hub
2.95 km
Gambir Station
Transportation Hub
9.09 km
Ancol Dreamland 
Activity & Games
13.89 km
Dunia Fantasi (Dufan)
Activity & Games
14.18 km","Food and Drinks

    A la carte breakfast
    A la carte dinner
    A la carte lunch
    Restaurant with AC
    Bar
    Breakfast
    Breakfast and lunch
    Buffet breakfast
    Buffet dinner
    Buffet lunch
    Set menu dinner
    Show cooking restaurant
    Vegetarian meal

Hotel Services

    Bellhop
    Concierge
    Early Check-in
    24-hour Receptionist
    24-hour security
    Laundry service
    Luggage storage
    Multilingual staff
    Newspaper in lobby
    Tours
    Wedding service

Public Facilities

    Parking
    Coffee shop
    24-hour room service
    Restaurant
    Breakfast restaurant
    Dinner restaurant
    Lunch restaurant
    Room service
    Safety deposit box
    WiFi in public area

General

    AC
    Ballroom
    Banquet
    Connecting rooms
    Non-smoking room
    Smoking area
    Terrace

Transportation

    Airport transfer
    Area shuttle
    Area shuttle with surcharge
    Secure parking
    Valet parking
    Valet parking (surcharge)

Business Facilities

    Business center
    Conference room
    Meeting facilities
    Photocopier
    Projector

In-room Facilities

    Cable TV
    Desk
    In-room safe
    Shower
    TV

Things to Do

    Barbecue
    Massage
    Spa
    TV lounge

Nearby Facilities

    ATM/Banking
    Grocery
    Laundry
    Supermarket

Connectivity

    LAN Internet
    Free WiFi

Accessibilty

    Accessibility equipment
    Wheelchair accessible

Shuttle Service

    Airport transfer (surcharge)"
Teraskita Hotel Jakarta managed by Dafam,4,8.6,9173,447.369,"Nearby Places
Canting Restaurant at Teraskita Hotel Managed by Dafam (Delivery)
Casual Dining
15 m
Universitas Kristen Indonesia
Education
402 m
National Brain Center Hospital
Public Service
472 m
Cawang UKI Busway Station
Transportation Hub
538 m
Popular in the Area
Halim Perdanakusuma International Airport (HLP)
Transportation Hub
2.95 km
Gambir Station
Transportation Hub
9.09 km
Ancol Dreamland 
Activity & Games
13.89 km
Dunia Fantasi (Dufan)
Activity & Games
14.18 km","Food and Drinks

    A la carte breakfast
    A la carte dinner
    A la carte lunch
    Restaurant with AC
    Bar
    Breakfast
    Breakfast and lunch
    Buffet breakfast
    Buffet dinner
    Buffet lunch
    Set menu dinner
    Show cooking restaurant
    Vegetarian meal

Hotel Services

    Bellhop
    Concierge
    Early Check-in
    24-hour Receptionist
    24-hour security
    Laundry service
    Luggage storage
    Multilingual staff
    Newspaper in lobby
    Tours
    Wedding service

Public Facilities

    Parking
    Coffee shop
    24-hour room service
    Restaurant
    Breakfast restaurant
    Dinner restaurant
    Lunch restaurant
    Room service
    Safety deposit box
    WiFi in public area

General

    AC
    Ballroom
    Banquet
    Connecting rooms
    Non-smoking room
    Smoking area
    Terrace

Transportation

    Airport transfer
    Area shuttle
    Area shuttle with surcharge
    Secure parking
    Valet parking
    Valet parking (surcharge)

Business Facilities

    Business center
    Conference room
    Meeting facilities
    Photocopier
    Projector

In-room Facilities

    Cable TV
    Desk
    In-room safe
    Shower
    TV

Things to Do

    Barbecue
    Massage
    Spa
    TV lounge

Nearby Facilities

    ATM/Banking
    Grocery
    Laundry
    Supermarket

Connectivity

    LAN Internet
    Free WiFi

Accessibilty

    Accessibility equipment
    Wheelchair accessible

Shuttle Service

    Airport transfer (surcharge)"
Swiss-Belinn Simatupang Jakarta,3,8.5,7110,570.000,"Nearby Places
Karumba! Rooftop at Mercure Jakarta Simatupang
Casual Dining
86 m
Poins Square
Shop & Gifts
217 m
Lebak Bulus MRT Station
Transportation Hub
354 m
Carrefour Lebak Bulus
Shop & Gifts
563 m
Popular in the Area
Halim Perdanakusuma International Airport (HLP)
Transportation Hub
12.63 km
Gambir Station
Transportation Hub
13.95 km
Dunia Fantasi (Dufan)
Activity & Games
19.38 km
Ancol Dreamland 
Activity & Games
19.63 km","Public Facilities

    Parking
    Coffee/tea in lobby
    Coffee shop
    Elevator
    24-hour room service
    Restaurant
    Room service
    Safety deposit box
    WiFi in public area

Food and Drinks

    A la carte dinner
    A la carte lunch
    Restaurant with AC
    Bar
    Breakfast
    Buffet breakfast
    Bar
    Vegetarian meal

Hotel Services

    Bellhop
    24-hour security
    Laundry service
    Luggage storage
    Multilingual staff
    Newspaper in lobby
    Newspaper
    24-hour Receptionist

General

    AC
    Banquet
    Family room
    Non-smoking room
    Swimming pool
    Smoking area
    Smoke-free

In-room Facilities

    Cable TV
    Desk
    Hairdryer
    In-room safe
    Refrigerator
    Shower
    TV

Nearby Facilities

    ATM/Banking
    Beauty salon
    Gift shop
    Grocery
    Hair salon
    Shops
    Supermarket

Things to Do

    Fitness center
    Massage
    Outdoor pool
    Spa

Transportation

    Airport transfer
    Car rental

Business Facilities

    Meeting facilities
    Projector

Connectivity

    LAN Internet

Shuttle Service

    Airport transfer (surcharge)

Sports and Recreations

    Fitness center"
Grand Tropic Suites Hotel,4,8,5413,575.000,"Nearby Places
Grand Tropic Restaurant at Grand Tropic Suites Hotel
Casual Dining
13 m
Universitas Kristen Krida Wacana
Education
142 m
Mall Ciputra Jakarta
Shop & Gifts
361 m
Royal Taruma Hospital
Public Service
582 m
Popular in the Area
Gambir Station
Transportation Hub
4.78 km
Dunia Fantasi (Dufan)
Activity & Games
7.15 km
Ancol Dreamland 
Activity & Games
7.74 km
Soekarno Hatta International Airport (CGK)
Transportation Hub
15.42 km","In-room Facilities

    Cable TV
    Desk
    In-room safe
    Refrigerator
    Shower
    TV

Hotel Services

    Bellhop
    Concierge
    Front desk
    24-hour Receptionist
    24-hour security
    Luggage storage

General

    AC
    Banquet
    Non-smoking room
    Swimming pool
    Terrace

Business Facilities

    Business center
    Meeting facilities
    Photocopier
    Business centre

Things to Do

    Children play area
    Fitness center
    Sauna

Public Facilities

    Parking
    Safety deposit box
    WiFi in public area

Nearby Facilities

    ATM/Banking
    Supermarket

Sports and Recreations

    Fitness center
    Table tennis

Family-friendly Facilities

    Children pool

Transportation

    Secure parking

Connectivity

    Free WiFi"
Artotel Suites Mangkuluhur Jakarta,5,8.2,61,1.283.013,"Nearby Places
Beranda Cafe at Crowne Plaza Hotel
Casual Dining
26 m
Semanggi Busway Station
Transportation Hub
151 m
Plaza Semanggi
Shop & Gifts
213 m
Menara Mulia
Business
349 m
Popular in the Area
Gambir Station
Transportation Hub
5.29 km
Halim Perdanakusuma International Airport (HLP)
Transportation Hub
9.78 km
Dunia Fantasi (Dufan)
Activity & Games
10.90 km
Ancol Dreamland 
Activity & Games
11.05 km","General

    AC
    Ballroom
    Banquet
    Connecting rooms
    Family room
    Heater
    Non-smoking room
    Swimming pool
    Smoking area

Hotel Services

    Early Check-in
    Express check-in
    Front desk
    24-hour Receptionist
    24-hour security
    Late check-out
    Laundry service
    Luggage storage
    Multilingual staff

In-room Facilities

    Bathtub
    Cable TV
    Desk
    In-room safe
    Refrigerator
    Shower
    TV

Accessibilty

    Disabled access friendly
    Accessibility equipment
    Accessible bathroom
    Accessible parking
    Roll-in shower

Public Facilities

    Parking
    Early check-in
    Safety deposit box
    WiFi in public area

Connectivity

    LAN Internet
    Free WiFi

Nearby Facilities

    ATM/Banking
    Shops

Things to Do

    Outdoor pool

Business Facilities

    Meeting facilities"
"eL Hotel Royale Jakarta, Kelapa Gading",4,8.3,10179,530.000,"Nearby Places
Soto Ayam & Ayam Goreng Bangkong - Kelapa Gading
Casual Dining
57 m
Lotte Mart Kelapa Gading
Shop & Gifts
254 m
Bounce Street Asia Trampoline Park
Activity & Games
501 m
Ruko Inkopal
Business
515 m
Popular in the Area
Ancol Dreamland 
Activity & Games
6.99 km
Dunia Fantasi (Dufan)
Activity & Games
7.79 km
Gambir Station
Transportation Hub
7.88 km
Halim Perdanakusuma International Airport (HLP)
Transportation Hub
12.74 km","Public Facilities

    Parking
    Elevator
    24-hour room service
    Restaurant
    Breakfast restaurant
    Dinner restaurant
    Lunch restaurant
    Room service
    Safety deposit box
    WiFi in public area

Hotel Services

    Bellhop
    Concierge
    24-hour Receptionist
    24-hour security
    Laundry service
    Luggage storage
    Multilingual staff
    Newspaper in lobby
    Wedding service

Food and Drinks

    Restaurant with AC
    Bar
    Breakfast
    Breakfast and dinner
    Breakfast and lunch
    Fullboard with drinks
    Poolside bar
    Set menu dinner

General

    AC
    Ballroom
    Banquet
    Connecting rooms
    Family room
    Non-smoking room
    Swimming pool
    Smoking area

In-room Facilities

    Cable TV
    Desk
    Hairdryer
    In-room safe
    Minibar
    Shower
    TV

Nearby Facilities

    ATM/Banking
    Beauty salon
    Grocery
    Hair salon
    Laundry
    Shops
    Supermarket

Things to Do

    Garden
    Massage
    Outdoor pool
    Spa

Business Facilities

    Conference hostess
    Conference room
    Meeting facilities
    Projector

Connectivity

    LAN Internet
    Free WiFi

Transportation

    Valet parking

Accessibilty

    Wheelchair accessible"
Swiss-Belhotel Airport Jakarta,4,8.5,2066,727.000,"Nearby Places
Starbucks - Airport Hub
Cafe
10 m
Airport Hub
Shop & Gifts
41 m
Indomaret Soewarna Pajang Benda Kota Tanggerang
Shop & Gifts
2.29 km
Soewarna Business Park
Business
2.30 km
Popular in the Area
Soekarno Hatta International Airport (CGK)
Transportation Hub
3.67 km
Dunia Fantasi (Dufan)
Activity & Games
16.14 km
Ancol Dreamland 
Activity & Games
17.00 km
Gambir Station
Transportation Hub
17.35 km","In-room Facilities

    Desk
    Hairdryer
    In-room safe
    Minibar
    Refrigerator
    Shower
    TV

Public Facilities

    Parking
    24-hour room service
    Room service
    Safety deposit box
    WiFi in public area

Hotel Services

    24-hour Receptionist
    Laundry service
    Luggage storage

General

    Family room
    Smoking area

Nearby Facilities

    ATM/Banking
    Shops

Transportation

    Airport transfer

Connectivity

    LAN Internet

Business Facilities

    Business center"
Hilton Garden Inn Jakarta Taman Palem,4,8.5,405,847.000,"Nearby Places
Shirato by Dailybox - Green Sedayu (Delivery)
Casual Dining
8 m
Taman Palem Mall
Shop & Gifts
317 m
Ruko Mutiara Taman Palem
Business
335 m
RSUD Cengkareng
Public Service
787 m
Popular in the Area
Soekarno Hatta International Airport (CGK)
Transportation Hub
8.20 km
Dunia Fantasi (Dufan)
Activity & Games
11.54 km
Gambir Station
Transportation Hub
11.99 km
Ancol Dreamland 
Activity & Games
12.39 km","Food and Drinks

    A la carte dinner
    A la carte lunch
    Restaurant with AC
    Bar
    Breakfast
    Breakfast and dinner
    Breakfast and lunch
    Buffet breakfast
    Breakfast (surcharge)
    Continental breakfast
    Early bird breakfast
    Fullboard with non-alcoholic drinks
    Fullboard without drinks
    Halfboard with non-alcoholic drinks
    Hot breakfast
    Late riser breakfast
    Show cooking restaurant
    Vegetarian meal

General

    AC
    Ballroom
    Banquet
    Connecting rooms
    Family room
    Non-smoking room
    Swimming pool
    Rooftop terrace
    Smoking area

Public Facilities

    Parking
    Elevator
    Restaurant
    Breakfast restaurant
    Dinner restaurant
    Lunch restaurant
    Room service
    Safety deposit box
    WiFi in public area

Hotel Services

    Front desk
    24-hour Receptionist
    24-hour security
    Laundry service
    Limited hours room service
    Luggage storage
    Multilingual staff
    Wedding service

In-room Facilities

    Cable TV
    Desk
    Hairdryer
    In-room safe
    Minibar
    Shower
    TV

Business Facilities

    Business center
    Computer station
    Conference room
    Meeting facilities
    Projector

Nearby Facilities

    ATM/Banking
    Beauty salon
    Hair salon
    Shops
    Supermarket

Things to Do

    Fitness center
    Outdoor facilities
    Outdoor pool

Accessibilty

    Accessible bathroom
    In-room accessibility

Family-friendly Facilities

    Children pool

Transportation

    Secure parking

Sports and Recreations

    Fitness center

Connectivity

    Free WiFi"
All Sedayu Hotel Kelapa Gading,4,8.6,3747,432.000,"Nearby Places
Hoghock - Mall of Indonesia
Casual Dining
19 m
Mall of Indonesia
Shop & Gifts
48 m
PT ASDP Indonesia Ferry
Business
506 m
Lotte Mart Kelapa Gading
Shop & Gifts
539 m
Popular in the Area
Ancol Dreamland 
Activity & Games
6.35 km
Dunia Fantasi (Dufan)
Activity & Games
7.14 km
Gambir Station
Transportation Hub
7.34 km
Halim Perdanakusuma International Airport (HLP)
Transportation Hub
12.87 km","Food and Drinks

    A la carte dinner
    A la carte lunch
    Restaurant with AC
    Bar
    Breakfast
    Breakfast and dinner
    Breakfast and lunch
    Buffet breakfast
    Breakfast (surcharge)
    Brunch
    Buffet dinner
    Buffet lunch
    Continental breakfast
    Early bird breakfast
    Hot breakfast
    Late riser breakfast
    No alcohol
    Set menu dinner
    Set menu lunch
    Snack bar
    Snacks
    Dietary menu
    Vegetarian meal

Hotel Services

    Bellhop
    Welcoming drinks
    Concierge
    Money changer
    Doorman
    Express check-in
    Express check-out
    24-hour security
    Laundry service
    Luggage storage
    Mobile
    Multilingual staff
    Newspaper in lobby
    Newspaper
    Porter
    Tours
    Wedding service
    24-hour Receptionist

In-room Facilities

    Bathrobe
    Bathtub
    Cable TV
    Desk
    Hairdryer
    In-room safe
    Minibar
    Separate shower and tub
    Shower
    TV

Transportation

    Area shuttle
    Area shuttle with surcharge
    Bicycle storage
    Car rental
    Parking with surcharge
    Secure parking
    Shopping center shuttle
    Valet parking (surcharge)

Business Facilities

    Business center
    Business facilities
    Computer station
    Conference room
    Meeting facilities
    Photocopier
    Projector
    Business centre

Public Facilities

    Parking
    Coffee shop
    Elevator
    24-hour room service
    Restaurant
    Room service
    Safety deposit box
    WiFi in public area

Nearby Facilities

    ATM/Banking
    Beauty salon
    Grocery
    Hair salon
    Laundry
    Shops
    Supermarket

Accessibilty

    Accessibility equipment
    Accessible bathroom
    Accessible parking
    Accessible path of travel
    In-room accessibility
    Wheelchair accessible

Things to Do

    Children play area
    Entertainment for children
    Fitness center
    Health club
    Massage
    Spa

General

    AC
    Banquet
    Family room
    Non-smoking room
    Smoking area

Connectivity

    Internet point
    LAN Internet
    WiFi in public area (surcharge)

Shuttle Service

    Airport transfer (surcharge)
    Train station pickup
    Airport transfer

Family-friendly Facilities

    Kids club

Sports and Recreations

    Fitness center

Kids and Pets

    Babysitting"
Swiss-Belresidences Kalibata,4,8.6,8315,"595.000,00","Nearby Places
Swiss Cafe at Swiss-Belresidence Kalibata
Casual Dining
3 m
Duren Kalibata Station
Transportation Hub
70 m
Plaza Kalibata
Shop & Gifts
203 m
Trilogi University
Education
784 m
Popular in the Area
Halim Perdanakusuma International Airport (HLP)
Transportation Hub
4.09 km
Gambir Station
Transportation Hub
9.18 km
Ancol Dreamland 
Activity & Games
14.54 km
Dunia Fantasi (Dufan)
Activity & Games
14.69 km","Food and Drinks
A la carte breakfast
A la carte dinner
A la carte lunch
Restaurant with AC
Bar
Breakfast
Breakfast and dinner
Breakfast and lunch
Buffet breakfast
Breakfast (surcharge)
Buffet dinner
Buffet lunch
Cafe
Continental breakfast
Dining area
Early bird breakfast
Fullboard with drinks
Fullboard with non-alcoholic drinks
Gala dinner
Halfboard with non-alcoholic drinks
Hot breakfast
Poolside bar
Bar
Set menu dinner
Set menu lunch
Snack bar
Vegetarian meal

Public Facilities
Parking
Coffee/tea in lobby
Coffee shop
Early check-in
Elevator
24-hour room service
Late check-out
Restaurant
Breakfast restaurant
Dinner restaurant
Lunch restaurant
Room service
Safety deposit box
WiFi in public area

Hotel Services
Bellhop
Concierge
Front desk
24-hour Receptionist
24-hour security
Laundry service
Limited hours room service
Luggage storage
Multilingual staff
Newspaper in lobby
Porter
Tours
Wedding service

General
AC
Ballroom
Banquet
Connecting rooms
Family room
Fireplace in lobby
Non-smoking room
Swimming pool
Smoking area
Terrace

Things to Do
Barbecue
Children play area
Discounted Fitness Center
Fitness center
Garden
Health club
Massage
Outdoor facilities
Outdoor pool

Nearby Facilities
ATM/Banking
Beauty salon
Gift shop
Grocery
Hair salon
Laundry
Shops
Supermarket

In-room Facilities
Bathtub
Cable TV
Desk
Hairdryer
In-room safe
Minibar
Shower
TV

Business Facilities
Business facilities
Computer station
Conference room
Meeting facilities
Photocopier
Projector

Accessibilty
Disabled access friendly
Accessibility equipment
Accessible bathroom
Accessible parking
Wheelchair accessible

Transportation
Airport transfer
Area shuttle with surcharge
Car rental
Secure parking

Connectivity
Internet point
LAN Internet
Free WiFi

Shuttle Service
Airport transfer (surcharge)
Train station pickup
Airport transfer

Sports and Recreations
Aerobics
Fitness center

Family-friendly Facilities
Children pool

Kids and Pets
CRIBS"
Wyndham Casablanca Jakarta,5,8.8,3430,"874.999,00","Nearby Places

Riva Grill Bar & Terrace at Wyndham Casablanca Jakarta
Casual Dining
31 m

Kota Kasablanca Office 88
Business
210 m

Kota Kasablanka Mall
Shop & Gifts
372 m

Metropolitan Medical Centre Jakarta
Public Service
977 m
Popular in the Area

Gambir Station
Transportation Hub
5.42 km

Halim Perdanakusuma International Airport (HLP)
Transportation Hub
7.34 km

Ancol Dreamland 
Activity & Games
11.01 km

Dunia Fantasi (Dufan)
Activity & Games
11.07 km","Food and Drinks
A la carte breakfast
A la carte dinner
A la carte lunch
Restaurant with AC
Bar
Breakfast
Breakfast and dinner
Breakfast and lunch
Buffet breakfast
Buffet dinner
Buffet lunch
Cafe
Continental breakfast
Dining area
Fullboard with non-alcoholic drinks
Fullboard without drinks
Free breakfast
Halfboard with non-alcoholic drinks
Halfboard without drinks
Poolside bar
Bar
Set menu dinner
Set menu lunch
Show cooking restaurant
Vegetarian meal

Hotel Services
Bellhop
Welcoming drinks
Concierge
Money changer
Doorman
Front desk
24-hour Receptionist
24-hour security
Late check-out
Laundry service
Luggage storage
Medical service
Multilingual staff
Newspaper in lobby
Newspaper
Porter
Tours
Wedding service

In-room Facilities
Bathrobe
Bathtub
Cable TV
Desk
DVD player
Hairdryer
In-room safe
Kitchenette
Microwave
Minibar
Refrigerator
Separate shower and tub
Shower
TV

Things to Do
Children play area
Entertainment for children
Fitness center
Garden
Health club
Massage
Outdoor heated pool
Outdoor pool
Sauna
Spa
Sauna
Steam room
TV lounge

Public Facilities
Parking
Coffee shop
Elevator
24-hour room service
Late check-out
Restaurant
Breakfast restaurant
Dinner restaurant
Lunch restaurant
Room service
Safety deposit box
WiFi in public area

General
AC
Banquet
Connecting rooms
Family room
Non-smoking room
Swimming pool
Smoking area
Smoke-free
Terrace

Business Facilities
Business center
Business facilities
Computer station
Conference room
Meeting facilities
Photocopier
Projector

Transportation
Airport transfer
Car rental
Secure parking
Valet parking
Valet parking (surcharge)

Accessibilty
Disabled access friendly
Accessible bathroom
Accessible parking
In-room accessibility
Wheelchair accessible

Nearby Facilities
ATM/Banking
Beauty salon
Hair salon
Shops
Supermarket

Kids and Pets
Babysitting
Babysitting with surcharge
Highchairs

Connectivity
Internet point
LAN Internet
Free WiFi

Family-friendly Facilities
Kids club
Children pool

Sports and Recreations
Aerobics
Fitness center

Shuttle Service
Airport transfer (surcharge)"
